,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
100,facebook_corpus_msr_507591,"So, apparently MakeMyTrip.com ""are trying to resolve our matter"", however, the truth is that no one has even contacted us from makemytrip.
They just verbally book tickets with various vendors without any payment and the money to the vendor is actually given 72 hours before the departure.
In our case, due to such bookings visa got rejected.
So, without even paying a single penny to any vendor, they have kept 2,25,000/- of ours faking that money was forfeit by the vendor.
When asked to prove bookings done by them, they failed miserably.
Spread awareness about such frauds being done by makemytrip.
#saveyourvacationsdonttrustmakemytrip",NAG,"so, apparently makemytrip.com ""are trying to resolve our matter"", however, the truth is that no one has even contacted us from makemytrip. they just verbally book tickets with various vendors without any payment and the money to the vendor is actually given 72 hours before the departure. in our case, due to such bookings visa got rejected. so, without even paying a single penny to any vendor, they have kept 2,25,000/- of ours faking that money was forfeit by the vendor. when asked to prove bookings done by them, they failed miserably. spread awareness about such frauds being done by makemytrip. #saveyourvacationsdonttrustmakemytrip",-23.59,41.89,153,102,639,2
101,facebook_corpus_msr_440117,India does need such a PM .. to get all the corrupt in line,NAG,india does need such a pm .. to get all the corrupt in line,89.52,4.0,16,13,59,2
102,facebook_corpus_msr_467960,Common man are badly effected. It is waste of energy of common man,NAG,common man are badly effected. it is waste of energy of common man,63.49,7.63,20,13,66,2
103,facebook_corpus_msr_332396,"Atul O Pathak if you keep that kinda mindset then i suggest you go saudi Arabia or some other place and the mindset you have doesn't intent on protecting girls but its true intention is just oppressing them, if people like you don't evolve then there will be many more nirbhaya doesn't matter what kind off clothes they wear and did you just defend the nirnhaya case rapists by saying the cause was nirbhaya's clothing, seriously shut the hell up and stop proving you stupidity even more",NAG,"atul o pathak if you keep that kinda mindset then i suggest you go saudi arabia or some other place and the mindset you have doesn't intent on protecting girls but its true intention is just oppressing them, if people like you don't evolve then there will be many more nirbhaya doesn't matter what kind off clothes they wear and did you just defend the nirnhaya case rapists by saying the cause was nirbhaya's clothing, seriously shut the hell up and stop proving you stupidity even more",2.81,34.48,119,87,487,2
104,facebook_corpus_msr_490553,Bhel  officials said they had biggest order book so far..and executions will be good too,NAG,bhel officials said they had biggest order book so far..and executions will be good too,61.89,8.35,23,15,88,2
105,facebook_corpus_msr_477934,We can return the same to banks for 50 days,NAG,we can return the same to banks for 50 days,103.62,1.29,11,10,43,2
106,facebook_corpus_msr_477202,Out of box thinking is a trade mark of our prime minister Modiji. This step will definitely help our country to control black money and corruption..,NAG,out of box thinking is a trade mark of our prime minister modiji. this step will definitely help our country to control black money and corruption..,53.55,12.25,39,26,148,2
107,facebook_corpus_msr_488940,"Uzair Khatri  regret? Lol plz, pay your condolences to your dead terrorist brothers :D",NAG,"uzair khatri regret? lol plz, pay your condolences to your dead terrorist brothers :d",59.68,8.41,22,14,86,2
108,facebook_corpus_msr_334822,"Always looking towards camera ,

Doesn't surprise me a bit coz the Photoshoping is his trademark.",NAG,"always looking towards camera , doesn't surprise me a bit coz the photoshoping is his trademark.",44.97,10.71,26,15,97,2
109,facebook_corpus_msr_435292,"Buddy we know you will deliver ..keep going , also stop watching cnbc tv 18",NAG,"buddy we know you will deliver ..keep going , also stop watching cnbc tv 18",59.68,8.41,22,14,75,2
110,facebook_corpus_msr_337889,"ATTENTION! REALTORS AND BUYERS!
The real estate sector is going to witness a major change from 1st May 2017. The government is going to implement the Real Estate (Regulation & development) Act, RERA. This act will regulate the real estate market of India. To know more about #RERA, visit : www.apnarera.com",NAG,"attention! realtors and buyers! the real estate sector is going to witness a major change from 1st may 2017. the government is going to implement the real estate (regulation & development) act, rera. this act will regulate the real estate market of india. to know more about #rera, visit : www.apnarera.com",12.07,23.75,84,49,306,2
111,facebook_corpus_msr_332137,"1) How old is our Mother Earth, with Human Life on it?

2) When did people start to use animals as mode of transport?

3) Does the bull carry any weight of cart?

4) How old is Automobile Industry (vehicle engine & fuel)?

5) How much material has been used to manufacture vehicles, so far (for enormous units)?

6) How much fuel (gas & oil) has been extracted from earth and consumed?

7) How much damage did we make to earth by dig, drill and pull, since the commencement of Automobile Industry?

8) How many trees did we cut and areas have been used for roads and infrastructure?

9) What is the level of air pollution and sound pollution in environment by vehicles?

10) How many vehicles being parked for more than 20 hours, per day?

11) How many vehicles are owned just by ego, for competition and comparison?

12) How much unnecessary consumption of fuel, per day?

13) Do you agree that vehicles carry and move the bullockcart, since 200 years (if engine is bull and cart is commuters and goods)?

14) How long can we continue to carry and move the bullockcart on wheels by burning the economy, drilling planet, polluting environment and bearing sky high costs?

15) Why do all vehicles have to start from standstill positions and moved till destinations by using engine and fuel?

16) Do you support an idea of using the massive weight of commuters and goods on wheels as energy generator (instead of spending huge fuel/energy to carry and move the deadweight)?

17) How many bicycles have been produced every year, only for single riders, globally?

18) Do you prefer to have cycles to families and groups together, with increased efficiency and multiplied capacity?

19) While enjoying mobile revolution, why we need to suffer automobile evolution?

20) Are we ready for a change, with drastic reduction in fuel consumption, elimination of unhealthy pollutions, reduction in overall costs and rapid development with welfare projects?

Let's think different and implement change",NAG,"1) how old is our mother earth, with human life on it? 2) when did people start to use animals as mode of transport? 3) does the bull carry any weight of cart? 4) how old is automobile industry (vehicle engine & fuel)? 5) how much material has been used to manufacture vehicles, so far (for enormous units)? 6) how much fuel (gas & oil) has been extracted from earth and consumed? 7) how much damage did we make to earth by dig, drill and pull, since the commencement of automobile industry? 8) how many trees did we cut and areas have been used for roads and infrastructure? 9) what is the level of air pollution and sound pollution in environment by vehicles? 10) how many vehicles being parked for more than 20 hours, per day? 11) how many vehicles are owned just by ego, for competition and comparison? 12) how much unnecessary consumption of fuel, per day? 13) do you agree that vehicles carry and move the bullockcart, since 200 years (if engine is bull and cart is commuters and goods)? 14) how long can we continue to carry and move the bullockcart on wheels by burning the economy, drilling planet, polluting environment and bearing sky high costs? 15) why do all vehicles have to start from standstill positions and moved till destinations by using engine and fuel? 16) do you support an idea of using the massive weight of commuters and goods on wheels as energy generator (instead of spending huge fuel/energy to carry and move the deadweight)? 17) how many bicycles have been produced every year, only for single riders, globally? 18) do you prefer to have cycles to families and groups together, with increased efficiency and multiplied capacity? 19) while enjoying mobile revolution, why we need to suffer automobile evolution? 20) are we ready for a change, with drastic reduction in fuel consumption, elimination of unhealthy pollutions, reduction in overall costs and rapid development with welfare projects? let's think different and implement change",-258.95,132.6,498,335,1989,2
112,facebook_corpus_msr_477640,What about the local business man...can v accept the money from customers,NAG,what about the local business man...can v accept the money from customers,67.76,6.79,18,12,73,2
113,facebook_corpus_msr_485110,Obviously it is doing great under the leadership of Nara Chandrababu Naidu !!!,NAG,obviously it is doing great under the leadership of nara chandrababu naidu !!!,46.61,9.74,21,12,78,2
114,facebook_corpus_msr_416692,Also there was very less expenditure during nov Dec hence low growth as compared to prev year.,NAG,also there was very less expenditure during nov dec hence low growth as compared to prev year.,75.12,7.0,23,17,94,2
115,facebook_corpus_msr_377458,मोदी जी अब कितने राज्यों में आप की सरकार चाहिए सभी राज्य में ताप का सरकार चली रहा है तो भी कोई बदलाव नहीं आ रहा है और जवान मरते जा रहे हैं और आप लोग निंदा पर निंदा करते जा रहे हैं अरे जैसे सब के बीवी बच्चे हैं वैसे जवानों के भी बीवी बच्चे मां है वह लोग कैसे रहेंगे जरा सोचिए हर बार आप लोग निंदा करके चुप हो जाते हैं अरिजीत ने यह चोर नेता है अपने भारत में इनको टिकट देने से पहले इनके इनके कोई लड़कियों को आर्मी एयर डिफेंस एरिया में भर्ती कराओ उसके बाद से टिकट दो किसी भी चुनाव के लिए तब यह देश भक्ति कहलाएंगे एसी में बैठकर देशभक्ति बयान जो करते हैं ना ऐसे कोई देशभक्त नहीं होता है जितने नेता हैं सब के लड़के आउट ऑफ कंट्री पढ़ते हैं और गरीब के लड़के आर्मी और डिफेंस एरिया में जाते हैं और भारत में भी ऐसे ही कुछ नियम है नाचने और गाने वालों को भारत रत्न दिया जाता है और जो देश के लिए शहीद होते हैं उन्हें बस कड़ी निंदा करके दफन कर दिया जाता है,NAG,मोदी जी अब कितने राज्यों में आप की सरकार चाहिए सभी राज्य में ताप का सरकार चली रहा है तो भी कोई बदलाव नहीं आ रहा है और जवान मरते जा रहे हैं और आप लोग निंदा पर निंदा करते जा रहे हैं अरे जैसे सब के बीवी बच्चे हैं वैसे जवानों के भी बीवी बच्चे मां है वह लोग कैसे रहेंगे जरा सोचिए हर बार आप लोग निंदा करके चुप हो जाते हैं अरिजीत ने यह चोर नेता है अपने भारत में इनको टिकट देने से पहले इनके इनके कोई लड़कियों को आर्मी एयर डिफेंस एरिया में भर्ती कराओ उसके बाद से टिकट दो किसी भी चुनाव के लिए तब यह देश भक्ति कहलाएंगे एसी में बैठकर देशभक्ति बयान जो करते हैं ना ऐसे कोई देशभक्त नहीं होता है जितने नेता हैं सब के लड़के आउट ऑफ कंट्री पढ़ते हैं और गरीब के लड़के आर्मी और डिफेंस एरिया में जाते हैं और भारत में भी ऐसे ही कुछ नियम है नाचने और गाने वालों को भारत रत्न दिया जाता है और जो देश के लिए शहीद होते हैं उन्हें बस कड़ी निंदा करके दफन कर दिया जाता है,-69.6,69.92,189,189,839,2
