,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
121,sme_122,ISIS was waiting for him to join ?? think so !!! #ShutDownJNU https:// twitter.com/ANI_news/statu s/788802525734445057 …,CAG,isis was waiting for him to join ?? think so !!! #shutdownjnu https:// twitter.com/ani_news/statu s/788802525734445057 …,53.64,9.26,23,14,120,0
122,sme_123,ab tk ka highest score... 102 by uae.... :v india kese chase krega.. :p lol #indvsuae,CAG,ab tk ka highest score... 102 by uae.... :v india kese chase krega.. :p lol #indvsuae,74.27,6.88,22,16,85,0
123,sme_124,sir jadeja strikes again. shehzad out #indvspak,NAG,sir jadeja strikes again. shehzad out #indvspak,54.7,7.37,12,7,47,2
124,sme_125,is baar pakistani player safe hain. kyoki pakistan me kisi ne match nahi dekha. because no electricity. #indvspak,NAG,is baar pakistani player safe hain. kyoki pakistan me kisi ne match nahi dekha. because no electricity. #indvspak,52.27,10.44,29,18,113,2
125,sme_126,After @kanhaiyajnusu now #Umar is also hospitalized. #StandWithJNU,NAG,after  now #umar is also hospitalized. #standwithjnu,18.94,12.61,17,8,66,2
126,sme_127,"JNU should be shut down or Not a single tax payer money be wasted on these Anti Nationals #ShutdownJNU . @PMOIndia ,no excuse needed",OAG,"jnu should be shut down or not a single tax payer money be wasted on these anti nationals #shutdownjnu .  ,no excuse needed",51.07,11.85,36,23,132,1
127,sme_128,.....in the air... &amp;....dropped... by raina.. technique failed in front of timing. . well try though! ! #indvsuae #cwc15 #wewontgiveitback,NAG,.....in the air... &amp;....dropped... by raina.. technique failed in front of timing. . well try though! ! #indvsuae #cwc15 #wewontgiveitback,47.56,11.1,30,18,142,2
128,sme_129,@deepak_says hahahaha bt jeetegi to ind hi ❤❤ #indvsuae,NAG, hahahaha bt jeetegi to ind hi ❤❤ #indvsuae,28.5,11.52,18,9,55,2
129,sme_130,"- #perth: cricket world cup 2015, uae ka bharat ko 103 runs ka hadaf, ashwin 4, jadeja aur yadav nay 2,2 khiladion ko out kia. #indvsuae",NAG,"- #perth: cricket world cup 2015, uae ka bharat ko 103 runs ka hadaf, ashwin 4, jadeja aur yadav nay 2,2 khiladion ko out kia. #indvsuae",63.02,10.68,35,25,136,2
130,sme_131,"#JNU is hub of terrorist, Naxalites Maoists and organised sex rackets. #ShutDownJNU https:// twitter.com/CNNnews18/stat us/795488450543685633 …",OAG,"#jnu is hub of terrorist, naxalites maoists and organised sex rackets. #shutdownjnu https:// twitter.com/cnnnews18/stat us/795488450543685633 …",31.97,12.78,30,16,143,1
131,sme_132,#indvspak countdown begins !!! tik tok tik tok :d,NAG,#indvspak countdown begins !!! tik tok tik tok :d,50.67,8.18,14,8,49,2
132,sme_133,#ShutDownJnu Why taxpayers money is being wasted on these old brainless goons of politicians in the name of education.,CAG,#shutdownjnu why taxpayers money is being wasted on these old brainless goons of politicians in the name of education.,49.52,11.07,31,19,118,0
133,sme_134,". @TwitterIndia though it is trending top, #ShutDownJNU doesn't feature in the auto-fill. Why?",CAG,".  though it is trending top, #shutdownjnu doesn't feature in the auto-fill. why?",56.98,8.54,21,13,94,0
134,sme_135,"rt @indiancricnews: last meeting b/w #indvuae july 16, 2004 at dambulla (asia cup) india 260-6 (50), uae 144 (35) india won by 116 runs #i…",NAG,"rt : last meeting b/w #indvuae july 16, 2004 at dambulla (asia cup) india 260-6 (50), uae 144 (35) india won by 116 runs #i…",59.64,11.15,36,25,139,2
135,sme_136,"most hundreds in won odis 33 srt 25 ponting 24 jayasuriya 20 vkohli 18 ganguly 17 h amla #cwc15 #indvspak - rizwan_r-s""",NAG,"most hundreds in won odis 33 srt 25 ponting 24 jayasuriya 20 vkohli 18 ganguly 17 h amla #cwc15 #indvspak - rizwan_r-s""",64.66,9.46,30,21,119,2
136,sme_137,#indvsuae bharat q 4 me seet pakee,NAG,#indvsuae bharat q 4 me seet pakee,66.79,5.68,11,7,34,2
137,sme_138,"This is what JNU is famous for : Yes, funded by Indians and acting against Indians !! #ShutDownJNU",OAG,"this is what jnu is famous for : yes, funded by indians and acting against indians !! #shutdownjnu",47.83,10.56,27,16,98,1
138,sme_139,"There can be discussions, debates & opinions but disrespectful terms for the nation isn't freedom of speech, it's an offense. #ShutDownJNU",CAG,"there can be discussions, debates & opinions but disrespectful terms for the nation isn't freedom of speech, it's an offense. #shutdownjnu",42.72,12.27,34,20,138,0
139,sme_140,"Dear Mr. @narendramodi , Swami Vivekananda had said: there is no place for the weak, neither in this world or the next. Pls #ShutDownJNU",CAG,"dear mr.  , swami vivekananda had said: there is no place for the weak, neither in this world or the next. pls #shutdownjnu",69.46,9.28,31,23,136,0
140,sme_141,tt uk 08:24 1.#thedress 2.#ausvnz 3.#nzvaus 4.#watson27 5.#indvsuae 6.jihadi john 7.boris nemtsov 8.spock 9.starc 10.cage,NAG,tt uk 08:24 1.#thedress 2.#ausvnz 3.#nzvaus 4.#watson27 5.#indvsuae 6.jihadi john 7.boris nemtsov 8.spock 9.starc 10.cage,67.53,7.57,22,15,121,2
141,sme_142,pak..pak..pak!!! even zimbabwe made more than you!!#indvspak,NAG,pak..pak..pak!!! even zimbabwe made more than you!!#indvspak,42.62,9.05,13,7,60,2
142,sme_143,"Dear soldiers Afzal Guru's death was 'judicial killing'"" this slogan s Lesson 4 all of u , it will be called killing(1of2) #ShutdownJNU""",CAG,"dear soldiers afzal guru's death was 'judicial killing'"" this slogan s lesson 4 all of u , it will be called killing(1of2) #shutdownjnu""",65.3,9.62,31,22,136,0
143,sme_144,finish it off ya sir jadeja! #indvsuae,NAG,finish it off ya sir jadeja! #indvsuae,54.7,7.37,12,7,38,2
144,sme_145,congratulations uae for making century against india. #mouka to celebrate. #indvsuae #cwc15,CAG,congratulations uae for making century against india. #mouka to celebrate. #indvsuae #cwc15,11.36,14.66,26,12,91,0
145,sme_146,download &gt;&gt; mauka mauka {new} india vs west indies video #mauka_mauka #indvsuae http://t.co/qkhu1yhkd6,NAG,download &gt;&gt; mauka mauka {new} india vs west indies video #mauka_mauka #indvsuae ,24.44,13.08,26,13,108,2
146,sme_147,rt sirjadeja: just missed my triple century by 297 runs. feeling sad. :'( #indvspak #pakvsind #indwins #cwc15 #जयहिन्द #febthe15th,NAG,rt sirjadeja: just missed my triple century by 297 runs. feeling sad. :'( #indvspak #pakvsind #indwins #cwc15 #जयहिन्द #febthe15th,52.27,10.44,29,18,130,2
147,sme_148,"@timesofindia who is ""ashwin nehra"" in team india..?...kuchh bhi haan...;)) @ashwinravi99 #indvsuae #indwins #wc2015 http://t.co/z00nygjwp2",NAG," who is ""ashwin nehra"" in team india..?...kuchh bhi haan...;))  #indvsuae #indwins #wc2015 ",22.41,13.86,30,15,139,2
148,sme_149,"all the best, tweets bollywood on indvspak world cup http://t.co/xkldad5gdq @s1dharthm @aliaa08 shah rukh http://t.co/kliz9deui8",NAG,"all the best, tweets bollywood on indvspak world cup    shah rukh ",39.33,11.5,27,15,128,2
149,sme_150,mohammad tauqir bowled round his legs by jadeja. uae- 71/9. #indvsuae http://t.co/6xjho8cvcx,NAG,mohammad tauqir bowled round his legs by jadeja. uae- 71/9. #indvsuae ,60.71,7.77,19,12,92,2
150,sme_151,hu ha #india kon bana chh***tiya waiting 4 tommorw's match #indvspak #iccworldcup2015,NAG,hu ha #india kon bana chh***tiya waiting 4 tommorw's match #indvspak #iccworldcup2015,32.5,11.71,23,12,85,2
151,sme_152,Shame on Jnu V.C Jagdeesh kumar. Students asking questions V.C Running Away. #Standwithjnu,OAG,shame on jnu v.c jagdeesh kumar. students asking questions v.c running away. #standwithjnu,63.49,7.63,20,13,90,1
152,sme_153,Now it's high time to rethink about shutting down of JNU for final. #ShutDownJNU,CAG,now it's high time to rethink about shutting down of jnu for final. #shutdownjnu,77.81,5.88,19,14,80,0
153,sme_154,next up: india vs kerala #indvsuae,CAG,next up: india vs kerala #indvsuae,45.65,8.38,11,6,34,0
154,sme_155,#shutdownjnu Shut it down now,CAG,#shutdownjnu shut it down now,83.32,2.88,7,5,29,0
155,sme_156,"BJP, Nationalist are trending #ShutDownJNU and Gan*** of @AamAadmiParty are busy in #AAPVictoryDay #ShutDownJNU",CAG,"bjp, nationalist are trending #shutdownjnu and gan*** of  are busy in #aapvictoryday #shutdownjnu",17.38,14.31,29,14,111,0
156,sme_157,#ShutDownJNU because Indian democracy feel threatened.. Bravo...,CAG,#shutdownjnu because indian democracy feel threatened.. bravo...,6.36,14.11,16,7,64,0
157,sme_158,@tazeen: virat kohli &amp; ahmed shehzad: siblings who got separated in kumbh ka mela #cwc15 #indvspak 👍👌,NAG,: virat kohli &amp; ahmed shehzad: siblings who got separated in kumbh ka mela #cwc15 #indvspak 👍👌,60.19,9.09,26,17,105,2
158,sme_159,#ShutDownJNU These traitors should be shot in the head. There are these eunuchs and then there is a real Indian Hanumanthappa.,OAG,#shutdownjnu these traitors should be shot in the head. there are these eunuchs and then there is a real indian hanumanthappa.,64.66,9.46,30,21,126,1
159,sme_160,"@imraina gets six caught in #wc2015, most by anyone. #indvsuae",NAG," gets six caught in #wc2015, most by anyone. #indvsuae",69.79,6.01,15,10,62,2
160,sme_161,We shd #shutdownjnu if thy can't support India & instead spt anti nationals,OAG,we shd #shutdownjnu if thy can't support india & instead spt anti nationals,46.61,9.74,21,12,75,1
161,sme_162,JNU is terror making factory in India #ShutDownJNU,OAG,jnu is terror making factory in india #shutdownjnu,40.09,9.66,15,8,50,1
162,sme_163,yeh starsports ne konsa advertisement banaya hai .. ? dailymotion pe hai kiya ? #indvspak,NAG,yeh starsports ne konsa advertisement banaya hai .. ? dailymotion pe hai kiya ? #indvspak,4.31,15.64,27,12,89,2
163,sme_164,"dear #starsports team, please dont wait for the match to end, start showing us the next mauka ad :d ;) :d #indvsuae",CAG,"dear #starsports team, please dont wait for the match to end, start showing us the next mauka ad :d ;) :d #indvsuae",72.72,8.33,28,21,115,0
164,sme_165,tt uk 09:04 1.#thedress 2.#indvsuae 3.#watson27 4.#ausvnz 5.#nzvaus 6.jihadi john 7.boris nemtsov 8.spock 9.mohammed emwazi 10.cage,NAG,tt uk 09:04 1.#thedress 2.#indvsuae 3.#watson27 4.#ausvnz 5.#nzvaus 6.jihadi john 7.boris nemtsov 8.spock 9.mohammed emwazi 10.cage,63.7,8.35,24,16,131,2
165,sme_166,#mustwatchmsg #wivire #indvspak rega jha #bleedblue #cwc15 kohli life of india.. @newsologic #newsologic http://t.co/kdh1n6p109 ssd,NAG,#mustwatchmsg #wivire #indvspak rega jha #bleedblue #cwc15 kohli life of india..  #newsologic  ssd,22.41,13.86,30,15,131,2
166,sme_167,#ShutDownJNU after india developed...can we live with this kind of anti-national elements happily?...now teaching them is equally important,CAG,#shutdownjnu after india developed...can we live with this kind of anti-national elements happily?...now teaching them is equally important,9.97,16.34,38,18,139,0
167,sme_168,ohh lala ohh lala tu hi meri fantasy #indvspak,NAG,ohh lala ohh lala tu hi meri fantasy #indvspak,66.1,6.28,14,9,46,2
168,sme_169,chandu532: rt missiondelhi45: chandu532: ddnewslive: #uhf #indvspak: ravindra jadeja takes umar akmal's (0) wicket. pakistan 105/5 in 25 ov…,NAG,chandu532: rt missiondelhi45: chandu532: ddnewslive: #uhf #indvspak: ravindra jadeja takes umar akmal's (0) wicket. pakistan 105/5 in 25 ov…,45.07,11.69,32,19,140,2
169,sme_170,kohli kohli kohli......sensible &amp; smart inning dude..... #worldcup #indvspak #cwc15,NAG,kohli kohli kohli......sensible &amp; smart inning dude..... #worldcup #indvspak #cwc15,52.87,8.37,17,10,87,2
170,sme_171,4 wicket ab to jeet hi jaega india... #indvspak,NAG,4 wicket ab to jeet hi jaega india... #indvspak,56.7,7.59,15,9,47,2
171,sme_172,huge moment in the match - umar akmal drops virat kohli http://t.co/9dmxzqxpsu #cricket #cwc15 #indvspak,NAG,huge moment in the match - umar akmal drops virat kohli  #cricket #cwc15 #indvspak,35.51,11.78,26,14,104,2
172,sme_173,@cricketworldcup @cricbuzz #indvsuae i'm going to bed..its 2.10 am. and i'm a stupid watching this oneside game 😂😂 #indwins #wontgiveitback,CAG,  #indvsuae i'm going to bed..its 2.10 am. and i'm a stupid watching this oneside game 😂😂 #indwins #wontgiveitback,38.49,12.86,35,20,139,0
173,sme_174,Rhetoric of fake nationalism not over yet #StandWithJNU https:// twitter.com/Shehla_Rashid/ status/729971305173397504 …,CAG,rhetoric of fake nationalism not over yet #standwithjnu https:// twitter.com/shehla_rashid/ status/729971305173397504 …,53.66,8.76,20,12,119,0
174,sme_175,Hauz khas vilage where alcohol is common #rapeculture #shutdownjnu http://www. deccanherald.com/content/592546 /jnu-student-raped-2-afghan.html …,CAG,hauz khas vilage where alcohol is common #rapeculture #shutdownjnu  deccanherald.com/content/592546 /jnu-student-raped-2-afghan.html …,-14.61,18.53,32,13,145,0
175,sme_176,"Jairus Banaji speaks on The Political Culture of Fascism"" | #StandWithJNU https:// youtu.be/Ea67qXnP-1Y via @YouTube""",NAG,"jairus banaji speaks on the political culture of fascism"" | #standwithjnu https:// youtu.be/ea67qxnp-1y via """,41.55,10.94,25,14,117,2
176,sme_177,#ShutDownJNU nw nobdy wl utter a single wrd agnst these bnch of assholes..,CAG,#shutdownjnu nw nobdy wl utter a single wrd agnst these bnch of assholes..,69.99,6.73,19,13,74,0
177,sme_178,hahahahahahahahahahaha but true isn't it ??? #indvspak #worldcup2015 http://t.co/ciljgehbip,NAG,hahahahahahahahahahaha but true isn't it ??? #indvspak #worldcup2015 ,-76.23,25.88,26,8,91,2
178,sme_179,selfish harami.. dhawan tera baap he &gt;.&lt; #indvspak,NAG,selfish harami.. dhawan tera baap he &gt;.&lt; #indvspak,61.24,6.71,13,8,56,2
179,sme_180,"shoaib akhtar is hitting puberty at hindi commentary box, get him out #indvspak",NAG,"shoaib akhtar is hitting puberty at hindi commentary box, get him out #indvspak",50.47,9.45,22,13,79,2
180,sme_181,#ShutDownJNU i am taxpayer and i should only decide where it should be used @sudhirchaudhary,OAG,#shutdownjnu i am taxpayer and i should only decide where it should be used ,56.25,9.14,24,15,92,1
181,sme_182,salute u kohli..u r back #indvspak,NAG,salute u kohli..u r back #indvspak,73.85,4.45,9,6,34,2
182,sme_183,Is it just coincidence that #ShutDownJNU and #AAPVictoryDay trending together ?,CAG,is it just coincidence that #shutdownjnu and #aapvictoryday trending together ?,10.56,14.27,22,10,79,0
183,sme_184,Poor #ModiBhaiDidiBhai Bhakts... #StandWithJU #StandWithJNU https:// twitter.com/sandeeproy1/st atus/728765985717661696 …,CAG,poor #modibhaididibhai bhakts... #standwithju #standwithjnu https:// twitter.com/sandeeproy1/st atus/728765985717661696 …,-9.1,16.76,22,9,121,0
184,sme_185,These people feeding on taxpayers money and have total disrespect for the nation Hang these rodents #ShutDownJNU https:// twitter.com/MatruBhakt/sta tus/697492951149064192 …,OAG,these people feeding on taxpayers money and have total disrespect for the nation hang these rodents #shutdownjnu https:// twitter.com/matrubhakt/sta tus/697492951149064192 …,20.35,15.64,41,21,173,1
185,sme_186,"@noconversion #ShutDownJNU TODAY I REALIZED THAT EXTERNAL ENEMIES OF INDIA ARE NEGLIGIBLE,MOST CRUEL ENEMIES ARE WITHIN US.",OAG," #shutdownjnu today i realized that external enemies of india are negligible,most cruel enemies are within us.",0.47,17.42,38,17,123,1
186,sme_187,#ShutdownJNU liberate VC/rector frm 20 hrs confinement by stugoons w/o electricity&restroom:) @narendramodi @PrakashJavdekar @rajnathsingh,CAG,#shutdownjnu liberate vc/rector frm 20 hrs confinement by stugoons w/o electricity&restroom:)   ,-0.75,16.84,32,14,138,0
187,sme_188,"#indvspak - well... misbah, afridi &amp; paki gang.. --- dho daala -- photo sent by whatsapp http://t.co/sdvmeatirl",NAG,"#indvspak - well... misbah, afridi &amp; paki gang.. --- dho daala -- photo sent by whatsapp ",23.43,13.47,28,14,115,2
188,sme_189,Immediately #ShutDownJNU,OAG,immediately #shutdownjnu,-133.59,32.39,8,2,24,1
189,sme_190,@smritiirani What is going on in JNU? It's an insult to my country. Don't be like congress. Take action else I lost faith in u #ShutDownJNU,OAG, what is going on in jnu? it's an insult to my country. don't be like congress. take action else i lost faith in u #shutdownjnu,63.31,10.89,36,26,139,1
190,sme_191,Indian students in Indian university shouting freedom for an Indian state from India. #IncredibleIndia #shutdownJNU,CAG,indian students in indian university shouting freedom for an indian state from india. #incredibleindia #shutdownjnu,-0.15,17.01,34,15,115,0
191,sme_192,"According to this, #kashmiripandits should've avenged their persecution! #shutdownjnu https:// twitter.com/LavishingLavis h/status/697494433026039808 …",CAG,"according to this, #kashmiripandits should've avenged their persecution! #shutdownjnu https:// twitter.com/lavishinglavis h/status/697494433026039808 …",11.42,14.9,28,13,151,0
192,sme_193,Episode at #ShutDownJNU confirms wht @Swamy39 has been saying fr a long tym! JNU has bcm a bunch of naxalites& antinationals. Boot them out!,OAG,episode at #shutdownjnu confirms wht  has been saying fr a long tym! jnu has bcm a bunch of naxalites& antinationals. boot them out!,69.68,9.5,32,24,140,1
193,sme_194,Modi: Ease of doing business Pachauri: Sleaze of doing business #ShutDownJNU #TERI,CAG,modi: ease of doing business pachauri: sleaze of doing business #shutdownjnu #teri,53.66,8.76,20,12,82,0
